MRF Item #,Default Item #,New,Main Category,Subcategory 1,Options,Item Name,Price Category,Min Qty,Min -47,48-95,96-239,240-479,480-959,300-599,600-2399,Mfg Code,Setup Charge Applies,Web Copy,Sales Flyer Copy,Ingredient Box (List of Ingredients),Kosher,Made in America,Units/Case,Ship Weight Each,Weight per Case,Dimensional Weight Applies,Description,Product Dimensions L,Product Dimensions W,Product Dimensions H,Additional Description,Addt'l Dimensions L,Addt'l Dimensions W,Addt'l Dimensions H,Imprint Details,Imprint Dimensions L,Imprint Dimensions W,Packaging,Individual Mailing Carton,Extra Bullets,Production Time,Default Inventory Quantity,Virtual Link,Hero Image Filename,Full-Size Filename,Thumbnail Filename,,,,,,,,,,,,,,,,,,,,,,,,,
NV956,,,6,,,Gourmet Brownie Assortment,4,18,33.95,33.65,32.95,32.95,,,,3C,X,"One-dozen thick and chewy, home-style brownies, made from scratch! Three each of Double Chocolate, White Chocolate Raspberry, Chocolate Pecan, and Chocolate Butterscotch Coconut brownies. Guaranteed to thrill every recipient! Your logo is foil-stamped in white on the rich navy blue gift box.","One-dozen thick and chewy, home-style brownies, made from scratch! Three each of Double Chocolate, White Chocolate Raspberry, Chocolate Pecan, and Chocolate Butterscotch Coconut brownies. Guaranteed to thrill every recipient! Your logo is foil-stamped in white on the rich navy blue gift box.",,,,6,2,13,X,Gift Box,7.375,7.375,2.25,,,,,Price includes imprint foil-stamped in white on gift box.,2.75,1,Individual mailing carton is included at no charge.,,"Maximum size for enclosure cards: 6"" x 7"".
Baked goods should be enjoyed within 2 weeks; or stored in a freezer for up to 3 months. Instructions for storage are included with each gift.",5 working days. Orders utilizing individual drop shipment directly to recipients will be available for shipment 10 working days from factory's receipt of complete and accurate mailing list.,,,NV956_HERO.jpg,NV956_WEB.jpg,NV956_THUMB.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
NV967,,,6,,,Gourmet Cookie Assortment,3,18,29.95,29.65,28.95,28.95,,,,3C,X,"One-dozen thick and chewy, home-style cookies, made from scratch! Four each of Snicker-doodles, White Chocolate Macadamia cookies, and Chocolate Chunk cookies. Guaranteed to thrill every recipient! Your logo is foil-stamped in white on the rich navy blue gift box.","One-dozen thick and chewy, home-style cookies, made from scratch! Four each of Snicker-doodles, White Chocolate Macadamia cookies, and Chocolate Chunk cookies. Guaranteed to thrill every recipient! Your logo is foil-stamped in white on the rich navy blue gift box.",,,,6,2,13,X,Gift Box,7.375,7.375,2.25,,,,,Price includes imprint foil-stamped in white on gift box.,2.75,1,Individual mailing carton is included at no charge.,,"Maximum size for enclosure cards: 6"" x 7"".
Baked goods should be enjoyed within 2 weeks; or stored in a freezer for up to 3 months. Instructions for storage are included with each gift.",5 working days. Orders utilizing individual drop shipment directly to recipients will be available for shipment 10 working days from factory's receipt of complete and accurate mailing list.,,,NV967_HERO.jpg,NV967_WEB.jpg,NV967_THUMB.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
NV978,,,6,,,Gourmet Cookie & Brownie Assortment,4,18,32.95,32.65,31.95,31.95,,,,3C,X,"One-dozen thick and chewy, home-style cookies and brownies, made from scratch! Two Snicker-doodles, two White Chocolate Macadamia cookies, and four Chocolate Chunk cookies; along with four fudge-like brownies: Double Chocolate, White Chocolate Raspberry, Chocolate Pecan, and Chocolate Butterscotch Coconut. Guaranteed to thrill every recipient! Your logo is foil-stamped in white on the rich navy blue gift box.","One-dozen thick and chewy, home-style cookies and brownies, made from scratch! Two Snicker-doodles, two White Chocolate Macadamia cookies, and four Chocolate Chunk cookies; along with four fudge-like brownies: Double Chocolate, White Chocolate Raspberry, Chocolate Pecan, and Chocolate Butterscotch Coconut. Guaranteed to thrill every recipient! Your logo is foil-stamped in white on the rich navy blue gift box.",,,,6,2,13,X,Gift Box,7.375,7.375,2.25,,,,,Price includes imprint foil-stamped in white on gift box.,2.75,1,Individual mailing carton is included at no charge.,,"Maximum size for enclosure cards: 6"" x 7"".
Baked goods should be enjoyed within 2 weeks; or stored in a freezer for up to 3 months. Instructions for storage are included with each gift.",5 working days. Orders utilizing individual drop shipment directly to recipients will be available for shipment 10 working days from factory's receipt of complete and accurate mailing list.,,,NV978_HERO.jpg,NV978_WEB.jpg,NV978_THUMB.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
RD3001,,,9,11,,Red Trio of Sweets,4,12,39.95,39.65,38.95,38.95,,,,3C,X,"Our red Trio of Sweets contains 12 pieces of English Butter Toffee, made with plenty of pure, dairy-fresh butter; 12 mouth-watering Pecan Turtles; and approximately 40 Chocolate Covered Almonds. With one full pound of premium chocolate, this makes a wonderful gift for every chocolate lover. Your logo is foil-stamped in white on the gift box.","Our red Trio of Sweets contains 12 pieces of English Butter Toffee, made with plenty of pure, dairy-fresh butter; 12 mouth-watering Pecan Turtles; and approximately 40 Chocolate Covered Almonds. With one full pound of premium chocolate, this makes a wonderful gift for every chocolate lover. Your logo is foil-stamped in white on the gift box.",,,X,12,2,22,,Gift Box,10.6875,3.875,2.1875,,,,,Price includes imprint foil-stamped in white on gift box.,2.75,1,Individual mailing carton is included at no charge.,,"Maximum size for enclosure cards: 3.5"" x 5"".",5 working days. Orders utilizing individual drop shipment directly to recipients will be available for shipment 10 working days from factory's receipt of complete and accurate mailing list.,,,RD3001_HERO.jpg,RD3001_WEB.jpg,RD3001_THUMB.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
RMB121,RMB121,,9,10,61,English Butter Toffee in Magnetic Gift Box,4,18,35.95,35.65,34.95,34.95,,,,3C,X,"For over 25 years, our customers (and the recipients of their gifts) have raved about our signature English Butter Toffee! We begin with a crunchy toffee center made with plenty of pure, dairy-fresh butter. Then we enrobe each piece in rich, premium chocolate. Finally, we cover it with toasted almonds. With nearly 36 pieces in this one-pound box, there's plenty to share with friends and family... but don't be surprised if they want to keep it all for themselves. We'll package this great tasting toffee in your choice of our navy blue or red magnetic closure gift box. Choose gold or silver for your logo and we will add a matching bow.","For over 25 years, our customers (and the recipients of their gifts) have raved about our signature English Butter Toffee! We begin with a crunchy toffee center made with plenty of pure, dairy-fresh butter. Then we enrobe each piece in rich, premium chocolate. Finally, we cover it with toasted almonds. With nearly 36 pieces in this one-pound box, there's plenty to share with friends and family... but don't be surprised if they want to keep it all for themselves. We'll package this great tasting toffee in our red magnetic closure gift box. Choose gold or silver for your logo and we will add a matching bow.",,,,12,2,20,,Gift Box,7.75,4.125,2.5,,,,,Price includes imprint foil-stamped in gold or silver on box.,3.5,1.5,Individual mailing carton is included at no charge.,,"Maximum size for enclosure cards: 6"" x 3.5"".",5 working days. Orders utilizing individual drop shipment directly to recipients will be available for shipment 10 working days from factory's receipt of complete and accurate mailing list.,,,RMB121_HERO.jpg,RMB121_WEB.jpg,RMB121_THUMB.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
RMB124,NMB124,,9,10,61,Chocolate Covered Almonds in Magnetic Gift Box,3,18,29.95,29.65,28.95,28.95,,,,3C,X,"We'll tell you flat out: These are the finest Chocolate Covered Almonds we've ever seen. In fact, they're so superior to what you'll see in stores that your customers and employees will call or email asking where you found them. Colossal, freshly toasted California almonds are covered in rich chocolate! Over 75 come packed in this three-quarter pound magnetic closure gift box, available in your choice of navy or red. Choose gold or silver for your logo and we will add a matching gold or silver bow.","We'll tell you flat out: These are the finest Chocolate Covered Almonds we've ever seen. In fact, they're so superior to what you'll see in stores that your customers and employees will call or email asking where you found them. Colossal, freshly toasted California almonds are covered in rich chocolate! Over 75 come packed in this three-quarter pound red magnetic closure gift box. Choose gold or silver for your logo and we will add a matching gold or silver bow.",,X,,12,2,16,,Gift Box,7.75,4.125,2.5,,,,,Price includes imprint foil-stamped in gold or silver on box.,3.5,1.5,Individual mailing carton is included at no charge.,,"Maximum size for enclosure cards: 6"" x 3.5"".",5 working days. Orders utilizing individual drop shipment directly to recipients will be available for shipment 10 working days from factory's receipt of complete and accurate mailing list.,,,RMB124_HERO.jpg,RMB124_WEB.jpg,RMB124_THUMB.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
RMB138,NMB138,,9,10,61,Chocolate Sea Salt Caramels & Cocoa Dusted Truffles in Magnetic Gift Box,4,18,33.95,33.65,32.95,32.95,,,,3C,X,"Magnetic Closure Gift Boxes are a fun way of presenting a gourmet gift. A hidden magnet keeps the lid secure. These leather-like keepsake boxes will be used for years to come. Choose a gold imprint with gold ribbon or a silver imprint with silver ribbon. Recipients will open their gift to discover some of our most popular gourmet-quality chocolates... Chocolate
Sea Salt Caramels & Cocoa Dusted Truffles, one-half pound.","Magnetic Closure Gift Boxes are a fun way of presenting a gourmet gift. A hidden magnet keeps the lid secure. These leather-like keepsake boxes will be used for years to come. Choose a gold imprint with gold ribbon; or a silver imprint with silver ribbon. Recipients will open their gift to discover some of our most popular gourmet-quality chocolates... Chocolate
Sea Salt Caramels & Cocoa Dusted Truffles, one-half pound.",,,,12,2,20,,Gift Box,7.75,4.125,2.5,,,,,Price includes imprint foil-stamped in gold or silver on box.,3.5,1.5,Individual mailing carton is included at no charge.,,"Maximum size for enclosure cards: 6"" x 3.5"".",5 working days. Orders utilizing individual drop shipment directly to recipients will be available for shipment 10 working days from factory's receipt of complete and accurate mailing list.,,,RMB138_HERO.jpg,RMB138_WEB.jpg,RMB138_THUMB.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
RMB142,RMB142,,9,10,61,Chocolate Covered Almonds & Chocolate Sea Salt Caramels in Magnetic Gift Box,4,18,33.95,33.65,32.95,32.95,,,,3C,X,"Magnetic Closure Gift Boxes are a fun way of presenting a gourmet gift. A hidden magnet keeps the lid secure. These leather-like keepsake boxes will be used for years to come. Choose a gold imprint with gold ribbon or a silver imprint with silver ribbon. Recipients will open their gift to discover some of our most popular gourmet-quality chocolates... Chocolate Covered Almonds & Chocolate Sea Salt Caramels, 9-ounces.","Magnetic Closure Gift Boxes are a fun way of presenting a gourmet gift. A hidden magnet keeps the lid secure. These leather-like keepsake boxes will be used for years to come. Choose a gold imprint with gold ribbon; or a silver imprint with silver ribbon. Recipients will open their gift to discover some of our most popular gourmet-quality chocolates... Chocolate Covered Almonds & Chocolate Sea Salt Caramels, 9-ounces.",,X,,12,2,20,,Gift Box,7.75,4.125,2.5,,,,,Price includes imprint foil-stamped in gold or silver on box.,3.5,1.5,Individual mailing carton is included at no charge.,,"Maximum size for enclosure cards: 6"" x 3.5"".",5 working days. Orders utilizing individual drop shipment directly to recipients will be available for shipment 10 working days from factory's receipt of complete and accurate mailing list.,,,RMB142_HERO.jpg,RMB142_WEB.jpg,RMB142_THUMB.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
RMB160,NMB160,,9,10,61,English Butter Toffee & Pecan Turtles in Magnetic Gift Box,4,18,34.95,34.65,33.95,33.95,,,,3C,X,"Magnetic Closure Gift Boxes are a fun way of presenting a gourmet gift. A hidden magnet keeps the lid secure. These leather-like keepsake boxes will be used for years to come. Choose a gold imprint with gold ribbon or a silver imprint with silver ribbon. Recipients will open their gift to discover some of our most popular gourmet-quality chocolates... English Butter Toffee & Pecan Turtles, eleven-ounces.","Magnetic Closure Gift Boxes are a fun way of presenting a gourmet gift. A hidden magnet keeps the lid secure. These leather-like keepsake boxes will be used for years to come. Choose a gold imprint with gold ribbon; or a silver imprint with silver ribbon. Recipients will open their gift to discover some of our most popular gourmet-quality chocolates... English Butter Toffee & Pecan Turtles, eleven-ounces.",,,,12,2,20,,Gift Box,7.75,4.125,2.5,,,,,Price includes imprint foil-stamped in gold or silver on box.,3.5,1.5,Individual mailing carton is included at no charge.,,"Maximum size for enclosure cards: 6"" x 3.5"".",5 working days. Orders utilizing individual drop shipment directly to recipients will be available for shipment 10 working days from factory's receipt of complete and accurate mailing list.,,,RMB160_HERO.jpg,RMB160_WEB.jpg,RMB160_THUMB.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
RMB914,NMB914,,9,11,61,Magnetic Closure Keepsake Box,6,12,54.95,54.65,53.95,,,,,3C,X,"This large, magnetic closure gift box features a luxurious navy blue or deep red leather-like finish and will be a long time reminder of this gourmet gift. Your logo is foil-stamped in silver or gold on the center of the lid. Four of our most popular gourmet selections are packaged inside. When recipients open their gift they'll be treated to our signature English Butter Toffee, rich Pecan Turtles, fresh-roasted Deluxe Mixed Nuts and our legendary Chocolate Covered Almonds, nearly one and a half pounds of our best treats. Other food options are available, contact factory.","This large, magnetic closure gift box features a luxurious deep red leather-like finish and will be a long time reminder of this gourmet gift. Your logo is foil-stamped in silver or gold on the center of the lid and the box is wrapped with a matching silver or gold ribbon. Four of our most popular gourmet selections are packaged inside. When recipients open their gift they'll be treated to our signature English Butter Toffee, rich Pecan Turtles, fresh-roasted Deluxe Mixed Nuts and our legendary Chocolate Covered Almonds, nearly one and a half pounds of our best treats. Other food options are available, contact factory.",,,,12,3,29,,Gift Box,7.75,7.75,2.5,,,,,Price includes imprint foil-stamped in gold or silver on gift box.,3.5,1.5,Individual mailing carton is included at no charge.,,"Maximum size for enclosure cards: 6"" x 7"".",5 working days. Orders utilizing individual drop shipment directly to recipients will be available for shipment 10 working days from factory's receipt of complete and accurate mailing list.,,,RMB914_HERO.jpg,RMB914_WEB.jpg,RMB914_THUMB.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
RMB939,RMB939,,9,11,61,Magnetic Closure Treasure Box,6,12,54.95,54.65,53.95,,,,,3C,X,"The large, elegant, magnetic closure gift box will be perfect for keeping small treasured items, either in the office or at home. We foil-stamp your logo in gold or silver on the lid of this leather-like box then tie it with a matching gold or silver ribbon. It's filled with an incredible assortment of gourmet treats including Chocolate Sea Salt Caramels, English Butter Toffee, Chocolate Covered Almonds, and Extra Fancy Jumbo Cashews, nearly one and a quarter pounds in all. This gift is guaranteed to bring a smile to their face! Other food combinations are available, contact factory.","The large, elegant, magnetic closure gift box will be perfect for keeping small treasured items, either in the office or at home. We foil-stamp your logo in gold or silver on the lid of this leather-like box then tie it with a matching gold or silver ribbon. It's filled with an incredible assortment of gourmet treats including Chocolate Sea Salt Caramels, English Butter Toffee, Chocolate Covered Almonds, and Extra Fancy Jumbo Cashews, nearly one and a quarter pounds in all. This gift is guaranteed to bring a smile to their face! Other food combinations are available, contact factory.",,,,12,3,29,,Gift Box,7.75,7.75,2.5,,,,,Price includes imprint foil-stamped in gold or silver on gift box.,3.5,1.5,Individual mailing carton is included at no charge.,,"Maximum size for enclosure cards: 6"" x 7"".",5 working days. Orders utilizing individual drop shipment directly to recipients will be available for shipment 10 working days from factory's receipt of complete and accurate mailing list.,,,RMB939_HERO.jpg,RMB939_WEB.jpg,RMB939_THUMB.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
